Category,Title,Brand,Price (INR),Rating,Review Count,Product Badge,Product URL,Image URL,Delivery Info,Discount
laptop,"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EHIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",,,4.2 out of 5 stars,81,,,https://m.media-amazon.com/images/I/8133GVuhgwL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo V15 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.7 kg/MS Office 2021 Pro Plus",,,3.7 out of 5 stars,13,,,https://m.media-amazon.com/images/I/51QcoBERxVL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"HP 15 Laptop,13th Gen Intel Core i7-1355U Laptop(16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6"" FHD, Win11, M365 Basic(1yr),MSOffice 2024,Silver,1.59kg, Iris Xe, Camera w/Shutter,FPR, fd0515TU",,,5.0 out of 5 stars,7,,,https://m.media-amazon.com/images/I/71+mpbHMDgL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + MSO'24 & 15 Month McAfee, Silver, Thin & Light- 1.62kg",,,3.9 out of 5 stars,68,,,https://m.media-amazon.com/images/I/61+CviQuknL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",,,4.3 out of 5 stars,"14,844",,,https://m.media-amazon.com/images/I/61kBmC8NfGL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo {Smartchoice} Idea Tab Pro with Pen Plus|12.7"" 3K Display|144 Hz Refresh|12 GB RAM, 256 GB ROM| AI-Enabled| MediaTek Dimensity 8300|Quad JBL Speakers|10200 mAh Battery with 45 W Charger|WiFi 6e",,,4.4 out of 5 stars,223,,,https://m.media-amazon.com/images/I/71+IIjxsVsL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,ULTIMUS APEX Laptop Intel Celeron Dual Core 8 GB LPDDR4 512 GB SSD Expandable~1TB 14.1 FHD IPS Laptop Anti-Glare Ultra Thin Bezel 180° Hinge 3.0x3 USB HDMI SD Card Slot Win 11 Home 1.25KG Silver,,,4.5 out of 5 stars,6,,,https://m.media-amazon.com/images/I/713QmwFZbsL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,Lenovo V15 Intel Celeron n4500 FHD 15.6 inch Laptop / 8GB DDR4 Ram and 256GB NVME SSD/Intel UHD Graphics/Windows 11 & MS-Office/Privacy Shutter/Black / 1.6kg / 1 Year Brand Warranty,,,3.4 out of 5 stars,12,,,https://m.media-amazon.com/images/I/51pu+WsoXaL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"PLIXIO Adjustable Laptop Stand with 360° Rotating Base Tabletop Ergonomic Foldable Portable Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Sliver)",,,4.3 out of 5 stars,989,,,https://m.media-amazon.com/images/I/61AS07l2cBL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo Thinkbook 16 AMD Ryzen 7 16"" WUXGA IPS Antiglare 300 NITS Thin and Light Laptop (16GB Ram/512GB SSD/Windows 11 Home/Fpr/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA0G1IN",,,4.2 out of 5 stars,133,,,https://m.media-amazon.com/images/I/51sxGjeY3GL._AC_UY218_.jpg,"Wed, 9 Jul",
